PathName	X	Y	IsExact
tuongduong_DHT	1800	3425	0
tuongduong_DHT	1787	3412	0
tuongduong_DHT	1774	3406	0
tuongduong_DHT	1761	3404	0
tuongduong_DHT	1748	3409	0
tuongduong_DHT	1741	3416	0
tuongduong_DHT	1735	3425	0
tuongduong_DHT	1730	3436	0
tuongduong_DHT	1725	3448	0
tuongduong_DHT	1720	3456	0
tuongduong_DHT	1709	3456	0
tuongduong_DHT	1696	3452	0
tuongduong_DHT	1687	3451	0
tuongduong_DHT	1674	3453	0
tuongduong_DHT	1665	3457	0
tuongduong_DHT	1657	3454	0
tuongduong_DHT	1647	3446	0
tuongduong_DHT	1637	3436	0
tuongduong_DHT	1629	3428	0
tuongduong_DHT	1622	3419	0
tuongduong_DHT	1615	3410	0
tuongduong_DHT	1606	3402	0
tuongduong_DHT	1603	3395	0
tuongduong_DHT	1599	3388	0
tuongduong_DHT	1594	3382	0
tuongduong_DHT	1583	3372	0
tuongduong_DHT	1577	3364	0
tuongduong_DHT	1572	3357	0
tuongduong_trongthanh	1554	3257	0
tuongduong_trongthanh	1549	3251	0
tuongduong_trongthanh	1541	3241	0
tuongduong_trongthanh	1535	3237	0
tuongduong_trongthanh	1529	3231	0
tuongduong_trongthanh	1524	3225	0
tuongduong_trongthanh	1517	3217	0
tuongduong_trongthanh	1512	3210	0
tuongduong_trongthanh	1505	3204	0
tuongduong_trongthanh	1497	3197	0
tuongduong_trongthanh	1491	3191	0
tuongduong_trongthanh	1474	3175	0
tuongduong_trongthanh	1471	3186	0
tuongduong_trongthanh	1466	3192	0
tuongduong_trongthanh	1460	3200	0
tuongduong_trongthanh	1455	3206	0
tuongduong_trongthanh	1451	3211	0
tuongduong_trongthanh	1444	3218	0
tuongduong_trongthanh	1441	3226	0
tuongduong_trongthanh	1444	3233	0
tuongduong_trongthanh	1453	3240	0
tuongduong_trongthanh	1462	3246	0
tuongduong_trongthanh	1471	3254	0
tuongduong_trongthanh	1477	3261	0
tuongduong_trongthanh	1483	3268	0
tuongduong_trongthanh	1488	3275	0
tuongduong_trongthanh	1494	3282	0
tuongduong_trongthanh	1500	3287	0
tuongduong_trongthanh	1508	3290	0
tuongduong_trongthanh	1517	3287	0
tuongduong_trongthanh	1525	3281	0
tuongduong_trongthanh	1531	3275	0
tuongduong_trongthanh	1539	3269	0
tuongduong_trongthanh	1546	3263	0
tuongduong_trongthanh	1557	3262	0
tuongduong_trongthanh	1562	3267	0
tuongduong_trongthanh	1569	3274	0
tuongduong_trongthanh	1576	3280	0
tuongduong_trongthanh	1582	3287	0
tuongduong_trongthanh	1588	3293	0
tuongduong_trongthanh	1594	3299	0
tuongduong_trongthanh	1600	3305	0
tuongduong_trongthanh	1605	3313	0
tuongduong_trongthanh	1604	3321	0
tuongduong_trongthanh	1599	3329	0
tuongduong_trongthanh	1594	3336	0
tuongduong_trongthanh	1587	3342	0
tuongduong_trongthanh	1582	3347	0
tuongduong_trongthanh	1574	3351	0
tuongduong_trongthanh	1566	3350	0
tuongduong_trongthanh	1559	3344	0
tuongduong_trongthanh	1551	3337	0
tuongduong_trongthanh	1544	3330	0
tuongduong_trongthanh	1538	3325	0
tuongduong_trongthanh	1532	3318	0
tuongduong_trongthanh	1525	3311	0
tuongduong_trongthanh	1519	3303	0
tuongduong_trongthanh	1521	3296	0
tuongduong_trongthanh	1525	3288	0
tuongduong_trongthanh	1530	3280	0
tuongduong_trongthanh	1536	3272	0
tuongduong_trongthanh	1541	3266	0
tuongduong_trongthanh	1547	3259	0
tuongduong_trongthanh	1565	3242	0
tuongduong_trongthanh	1575	3235	0
tuongduong_trongthanh	1580	3231	0
tuongduong_trongthanh	1590	3224	0
tuongduong_trongthanh	1549	3256	1
tuongduong_trongthanh	1599	3207	1
tuongduong_trongthanh	1609	3201	1
tuongduong_trongthanh	1606	3188	0
tuongduong_trongthanh	1608	3181	0
tuongduong_trongthanh	1613	3174	0
tuongduong_trongthanh	1616	3168	0
tuongduong_trongthanh	1616	3163	0
tuongduong_trongthanh	1613	3171	0
