PathName	node_name
thientamthaptang1	1616_3136
thientamthaptang1	1622_3119
thientamthaptang1	1633_3103
thientamthaptang1	1618_3086
thientamthaptang1	1603_3071
thientamthaptang1	1587_3082
thientamthaptang1	1569_3098
thientamthaptang1	1551_3117
thientamthaptang1	1567_3140
thientamthaptang1	1583_3156
thientamthaptang1	1601_3175
thientamthaptang1	1622_3196
thientamthaptang1	1645_3217
thientamthaptang1	1665_3234
thientamthaptang1	1679_3212
thientamthaptang1	1693_3196
thientamthaptang1	1702_3184
thientamthaptang1	1688_3167
thientamthaptang1	1668_3150
thientamthaptang1	1663_3140
thientamthaptang1	1679_3122
thientamthaptang1	1684_3110
thientamthaptang1	1667_3094
thientamthaptang1	1647_3074
thientamthaptang1	1628_3052
thientamthaptang1	1603_3030
thientamthaptang1	1581_3005
thientamthaptang1	1570_2993
thientamthaptang1	1577_2972
thientamthaptang1	1594_2958
thientamthaptang1	1609_2940
thientamthaptang1	1623_2930
thientamthaptang1	1637_2913
thientamthaptang1	1653_2926
thientamthaptang1	1679_2948
thientamthaptang1	1688_2960
thientamthaptang1	1676_2977
thientamthaptang1	1665_2991
thientamthaptang1	1640_2969
thientamthaptang1	1623_2980
thientamthaptang1	1611_2995
thientamthaptang1	1631_3011
thientamthaptang1	1648_3031
thientamthaptang1	1672_3049
thientamthaptang1	1692_3024
thientamthaptang1	1717_3002
thientamthaptang1	1730_2990
thientamthaptang1	1740_2978
thientamthaptang1	1761_2957
thientamthaptang1	1776_2946
thientamthaptang1	1798_2961
thientamthaptang1	1820_2987
thientamthaptang1	1828_3000
thientamthaptang1	1816_3020
thientamthaptang1	1805_3032
thientamthaptang1	1815_3049
thientamthaptang1	1841_3078
thientamthaptang1	1822_3098
thientamthaptang1	1812_3111
thientamthaptang1	1834_3137
thientamthaptang1	1830_3150
thientamthaptang1	1813_3171
thientamthaptang1	1799_3190
thientamthaptang1	1787_3190
