PathName	X	Y
duongchau_tay	1774	3082
duongchau_tay	1789	3095
duongchau_tay	1811	3120
duongchau_tay	1817	3134
duongchau_tay	1827	3135
duongchau_tay	1816	3147
duongchau_tay	1799	3157
duongchau_tay	1793	3166
duongchau_tay	1781	3159
duongchau_tay	1770	3147
duongchau_tay	1759	3137
duongchau_tay	1746	3154
duongchau_tay	1741	3155
duongchau_tay	1733	3162
duongchau_tay	1723	3171
duongchau_tay	1714	3182
duongchau_tay	1707	3192
duongchau_tay	1716	3196
duongchau_tay	1691	3178
duongchau_tay	1689	3169
duongchau_tay	1679	3163
duongchau_tay	1677	3153
duongchau_tay	1691	3134
duongchau_tay	1706	3127
duongchau_tay	1719	3107
duongchau_tay	1731	3110
duongchau_tay	1754	3129
duongchau_tay	1761	3135
duongchau_tay	1768	3126
duongchau_tay	1775	3116
duongchau_tay	1789	3103
duongchau_tay	1790	3096
duongchau_tay	1773	3082
duongchau_bac	1772	3018
duongchau_bac	1771	3043
duongchau_bac	1785	3037
duongchau_bac	1793	3048
duongchau_bac	1799	3054
duongchau_bac	1818	3077
duongchau_bac	1824	3064
duongchau_bac	1833	3057
duongchau_bac	1851	3049
duongchau_bac	1857	3032
duongchau_bac	1870	3019
duongchau_bac	1876	3022
duongchau_bac	1891	2996
duongchau_bac	1904	2986
duongchau_bac	1919	2985
duongchau_bac	1927	2975
duongchau_bac	1930	2949
duongchau_bac	1930	2926
duongchau_bac	1928	2897
duongchau_bac	1930	2870
duongchau_bac	1933	2858
duongchau_bac	1909	2849
duongchau_bac	1931	2856
duongchau_bac	1943	2858
duongchau_bac	1958	2857
duongchau_bac	1958	2850
duongchau_bac	1963	2880
duongchau_bac	1972	2902
duongchau_bac	1987	2912
duongchau_bac	1997	2933
duongchau_bac	1999	2942
duongchau_bac	1991	2967
duongchau_bac	1980	2984
duongchau_bac	1968	3007
duongchau_bac	1953	3017
duongchau_bac	1942	3016
duongchau_bac	1934	3001
duongchau_bac	1923	2993
duongchau_bac	1911	2987
duongchau_bac	1896	2996
duongchau_bac	1882	3013
duongchau_bac	1864	3030
duongchau_bac	1857	3033
duongchau_bac	1846	3053
duongchau_bac	1826	3067
duongchau_bac	1816	3077
duongchau_bac	1796	3056
duongchau_bac	1793	3049
duongchau_bac	1775	3044
duongchau_bac	1765	3056
duongchau_bac	1764	3068
duongchau_bac	1773	3080
duongchau_trungtam	1825	3065
duongchau_trungtam	1818	3077
duongchau_trungtam	1799	3054
duongchau_trungtam	1793	3048
duongchau_trungtam	1785	3036
duongchau_trungtam	1770	3038
duongchau_trungtam	1778	3025
duongchau_trungtam	1776	3050
duongchau_trungtam	1764	3058
duongchau_trungtam	1764	3070
duongchau_trungtam	1773	3079
duongchau_trungtam	1757	3071
duongchau_trungtam	1730	3101
